log_id,district,crop_type,growth_stage,kc_value,t_max_c,t_min_c,solar_rad_mjm2,et0_mm_day,crop_water_need_mm_day,rain_7d_mm,effective_rain_mm,recommended_irrigation_mm_week,recommended_irrigation_liters_acre,n_deficit_kg_acre,p_deficit_kg_acre,k_deficit_kg_acre,urea_kg_acre,dap_kg_acre,mop_kg_acre
8739,Thanjavur,Sunflower,Mid-season,1.15,34.9,25.3,19.5,6.67,7.67,20.1,19.4,34.2,138535.0,58.9,15.4,0.0,128.0,33.4,0.0
8740,Kovilpatti,Sorghum,Mid-season,1.05,36.9,29.4,19.4,6.2,6.51,1.7,1.7,43.9,177555.0,0.0,24.6,0.0,0.0,53.5,0.0
8741,Trichy,Groundnut,Late-season,0.85,25.6,18.7,15.8,3.81,3.24,0.1,0.1,22.6,91396.0,0.0,10.8,49.1,0.0,23.6,81.9
8742,Coimbatore,Onion,Late-season,0.9,36.7,29.3,16.7,5.3,4.77,23.0,22.1,11.2,45508.0,64.0,13.4,0.0,139.1,29.0,0.0
8743,Nagapattinam,Rice,Mid-season,1.2,31.9,25.0,20.7,5.81,6.97,2.6,2.6,46.2,186999.0,0.0,40.0,0.0,0.0,87.0,0.0
8744,Coimbatore,Sorghum,Development,0.68,32.8,24.9,18.1,5.46,3.68,7.1,7.0,18.8,76015.0,10.7,44.2,0.0,23.3,96.2,0.0
8745,Thanjavur,Maize,Initial,0.3,38.8,31.1,20.8,7.01,2.1,1.1,1.1,13.6,54963.0,0.0,47.1,0.0,0.0,102.3,0.0
8746,Krishnagiri,Pulses,Development,0.75,36.9,28.7,15.5,5.17,3.88,10.5,10.3,16.9,68309.0,28.0,24.9,0.0,60.9,54.0,0.0
8747,Krishnagiri,Groundnut,Development,0.75,32.9,26.4,23.3,6.49,4.87,24.6,23.7,10.4,42142.0,28.9,41.7,0.0,62.7,90.7,0.0
8748,Nagapattinam,Sorghum,Development,0.68,37.7,31.7,21.9,6.5,4.39,0.3,0.3,30.4,123203.0,19.1,30.2,5.1,41.6,65.6,8.5
8749,Tirunelveli,Onion,Mid-season,1.05,28.6,21.6,21.5,5.62,5.9,2.7,2.7,38.6,156158.0,0.0,18.0,11.1,0.0,39.1,18.5
8750,Trichy,Sorghum,Development,0.68,31.7,25.2,16.7,4.53,3.05,0.5,0.5,20.9,84672.0,0.0,43.3,0.0,0.0,94.1,0.0
8751,Kovilpatti,Chili,Initial,0.6,27.5,21.3,20.5,4.94,2.96,21.7,21.0,0.0,0.0,52.6,38.5,0.0,114.3,83.7,0.0
8752,Coimbatore,Pulses,Development,0.75,38.4,29.1,19.7,7.16,5.37,6.9,6.8,30.8,124662.0,43.1,41.5,0.0,93.7,90.2,0.0
8753,Trichy,Onion,Mid-season,1.05,32.0,22.1,18.9,6.14,6.45,20.3,19.6,25.5,103390.0,0.0,52.8,0.0,0.0,114.7,0.0
8754,Madurai,Cotton,Mid-season,1.15,34.7,26.8,16.5,5.18,5.96,6.7,6.7,35.0,141784.0,22.2,12.0,0.0,48.3,26.2,0.0
8755,Trichy,Cotton,Mid-season,1.15,31.5,22.3,18.2,5.68,6.54,4.6,4.6,41.1,166479.0,46.5,22.9,0.0,101.0,49.7,0.0
8756,Nagapattinam,Onion,Mid-season,1.05,28.3,21.2,20.6,5.38,5.65,21.0,20.3,19.2,77669.0,11.1,10.2,11.7,24.0,22.2,19.5
8757,Madurai,Pulses,Mid-season,1.1,31.4,22.0,18.2,5.74,6.31,5.7,5.7,38.5,155839.0,41.1,35.3,0.0,89.4,76.8,0.0
8758,Nilgiris,Sunflower,Initial,0.35,30.2,22.9,15.4,4.24,1.48,5.7,5.7,4.7,19041.0,51.3,22.3,0.0,111.4,48.5,0.0
8759,Krishnagiri,Sorghum,Development,0.68,36.3,26.4,14.8,5.26,3.55,4.4,4.4,20.5,82761.0,0.0,14.9,50.4,0.0,32.3,83.9
8760,Thanjavur,Sorghum,Late-season,0.8,29.9,20.3,18.0,5.51,4.41,10.7,10.5,20.4,82521.0,86.1,34.9,0.0,187.3,76.0,0.0
8761,Coimbatore,Sugarcane,Mid-season,1.25,31.7,24.6,17.0,4.8,6.0,1.9,1.9,40.1,162377.0,0.0,28.1,0.0,0.0,61.1,0.0
8762,Kovilpatti,Coconut,Development,1.0,33.0,25.2,11.2,3.37,3.37,21.9,21.2,2.4,9670.0,31.6,27.3,16.6,68.7,59.3,27.6
8763,Madurai,Rice,Development,1.12,33.4,25.0,22.1,6.93,7.79,4.5,4.5,50.1,202589.0,59.1,31.8,0.0,128.4,69.1,0.0
8764,Krishnagiri,Rice,Initial,1.05,35.2,28.0,17.8,5.42,5.69,4.8,4.8,35.0,141746.0,20.7,32.8,8.5,45.0,71.4,14.1
8765,Tirunelveli,Sorghum,Mid-season,1.05,36.9,29.1,16.4,5.35,5.62,1.2,1.2,38.1,154384.0,0.0,43.9,0.0,0.0,95.5,0.0
8766,Krishnagiri,Coconut,Initial,1.0,37.1,29.8,21.5,6.81,6.81,6.1,6.0,41.7,168713.0,0.0,38.4,48.4,0.0,83.5,80.7
8767,Trichy,Chili,Mid-season,1.05,31.5,22.5,17.5,5.4,5.67,5.9,5.8,33.9,137268.0,0.0,31.8,0.0,0.0,69.0,0.0
8768,Madurai,Turmeric,Mid-season,1.05,30.2,20.4,28.3,8.77,9.21,2.5,2.5,61.9,250684.0,17.3,17.4,0.0,37.6,37.8,0.0
8769,Madurai,Maize,Late-season,0.9,32.3,26.0,22.9,6.21,5.59,16.6,16.2,22.9,92786.0,0.0,43.5,0.0,0.0,94.6,0.0
8770,Madurai,Sorghum,Development,0.68,35.9,28.5,20.8,6.5,4.38,10.7,10.6,20.1,81482.0,12.0,39.0,0.0,26.1,84.7,0.0
8771,Coimbatore,Turmeric,Initial,0.3,34.6,27.1,22.0,6.75,2.03,2.0,2.0,12.2,49253.0,27.6,23.2,11.4,60.0,50.4,19.0
8772,Nilgiris,Maize,Development,0.75,31.9,24.2,18.8,5.52,4.14,9.8,9.7,19.3,77992.0,4.7,30.0,44.3,10.1,65.1,73.8
8773,Coimbatore,Maize,Initial,0.3,34.3,28.1,22.3,6.25,1.87,1.6,1.6,11.5,46678.0,9.2,30.3,0.0,20.1,65.9,0.0
8774,Coimbatore,Groundnut,Initial,0.4,31.2,24.4,18.5,5.05,2.02,2.0,2.0,12.2,49206.0,0.0,25.7,0.1,0.0,55.9,0.2
8775,Tirunelveli,Cotton,Mid-season,1.15,28.8,19.0,18.4,5.53,6.36,5.2,5.1,39.4,159453.0,0.0,19.9,0.0,0.0,43.3,0.0
8776,Tirunelveli,Coconut,Development,1.0,35.5,28.7,14.6,4.38,4.38,6.9,6.9,23.8,96332.0,0.0,34.6,0.0,0.0,75.2,0.0
8777,Nilgiris,Cotton,Mid-season,1.15,32.3,25.9,19.3,5.26,6.05,49.4,45.5,0.0,0.0,50.4,43.4,0.0,109.5,94.3,0.0
8778,Vellore,Sesamum,Mid-season,1.1,34.5,28.2,19.9,5.63,6.2,15.2,14.9,28.5,115465.0,43.1,28.0,0.0,93.7,61.0,0.0
8779,Madurai,Sorghum,Development,0.68,30.7,21.2,19.1,5.91,3.99,1.8,1.8,26.2,105834.0,8.4,21.7,0.0,18.2,47.1,0.0
8780,Vellore,Sesamum,Late-season,0.68,32.3,22.7,16.1,5.18,3.5,3.5,3.5,21.0,85012.0,31.1,41.8,0.0,67.6,90.9,0.0
8781,Trichy,Maize,Development,0.75,30.6,22.3,19.3,5.66,4.24,6.7,6.6,23.1,93415.0,20.4,28.5,13.8,44.3,61.9,23.1
8782,Kovilpatti,Sesamum,Development,0.73,31.0,21.8,11.1,3.42,2.48,23.0,22.2,0.0,0.0,63.1,33.2,14.6,137.2,72.2,24.4
8783,Vellore,Cotton,Mid-season,1.15,39.5,33.2,21.3,6.67,7.67,15.9,15.5,38.2,154739.0,21.4,26.6,0.0,46.5,57.8,0.0
8784,Vellore,Banana,Mid-season,1.1,39.9,33.3,18.9,6.04,6.65,4.0,4.0,42.6,172257.0,0.0,38.3,0.0,0.0,83.2,0.0
8785,Thanjavur,Rice,Mid-season,1.2,33.5,26.5,20.5,5.97,7.17,4.3,4.3,45.9,185643.0,0.0,45.8,0.0,0.0,99.7,0.0
8786,Coimbatore,Turmeric,Late-season,0.98,34.5,25.6,18.2,5.96,5.81,16.4,16.0,24.7,99970.0,36.0,24.1,0.0,78.3,52.4,0.0
8787,Vellore,Onion,Late-season,0.9,35.5,25.8,21.3,7.4,6.66,7.2,7.1,39.5,159698.0,1.5,30.5,33.2,3.3,66.3,55.4
8788,Nilgiris,Coconut,Mid-season,1.0,29.8,23.6,16.1,4.12,4.12,5.1,5.0,23.8,96446.0,0.0,21.4,0.0,0.0,46.6,0.0
8789,Nagapattinam,Sorghum,Development,0.68,32.1,24.9,15.0,4.29,2.89,14.3,14.0,6.3,25398.0,17.2,18.4,16.1,37.4,39.9,26.8
8790,Coimbatore,Sesamum,Late-season,0.68,31.2,22.7,22.9,6.86,4.63,1.5,1.5,30.9,124873.0,62.8,51.5,22.6,136.5,111.9,37.7
8791,Krishnagiri,Millets,Initial,0.3,31.6,22.6,20.7,6.42,1.92,5.3,5.3,8.2,33246.0,0.0,49.8,37.0,0.0,108.3,61.7
8792,Thanjavur,Maize,Mid-season,1.2,34.5,26.7,7.9,2.46,2.95,13.0,12.8,7.9,31970.0,30.4,18.9,0.0,66.0,41.0,0.0
8793,Madurai,Chili,Mid-season,1.05,28.3,19.9,22.3,6.22,6.53,3.6,3.5,42.2,170833.0,23.4,47.2,0.0,50.9,102.6,0.0
8794,Vellore,Sugarcane,Mid-season,1.25,35.2,26.1,19.1,6.44,8.05,0.9,0.9,55.5,224425.0,0.0,37.0,0.0,0.0,80.4,0.0
8795,Thanjavur,Pulses,Mid-season,1.1,34.2,28.0,22.3,6.25,6.87,4.6,4.6,43.5,176160.0,74.0,30.0,25.3,160.8,65.2,42.2
8796,Kovilpatti,Sorghum,Mid-season,1.05,37.7,30.4,16.5,5.32,5.59,8.2,8.1,31.0,125638.0,0.0,44.5,0.0,0.0,96.8,0.0
8797,Nagapattinam,Pulses,Mid-season,1.1,32.0,23.1,21.5,6.68,7.35,14.9,14.6,36.9,149150.0,0.0,30.4,8.7,0.0,66.0,14.6
8798,Kovilpatti,Maize,Initial,0.3,33.3,25.1,17.0,5.26,1.58,11.4,11.2,0.0,0.0,54.6,14.6,6.9,118.7,31.6,11.6
8799,Madurai,Chili,Mid-season,1.05,32.3,26.0,15.9,4.35,4.56,4.1,4.1,27.9,112731.0,67.6,41.4,39.2,147.0,89.9,65.4
8800,Madurai,Rice,Mid-season,1.2,35.2,28.1,22.5,6.83,8.2,6.4,6.3,51.1,206672.0,0.0,29.1,0.0,0.0,63.3,0.0
8801,Coimbatore,Sunflower,Mid-season,1.15,35.8,26.4,16.8,5.79,6.66,8.1,8.0,38.6,156376.0,0.0,51.6,7.5,0.0,112.2,12.5
8802,Trichy,Groundnut,Mid-season,1.1,33.0,26.3,19.4,5.47,6.02,18.8,18.2,24.0,96950.0,70.3,24.9,0.0,152.8,54.1,0.0
8803,Trichy,Groundnut,Development,0.75,33.3,23.8,20.3,6.66,5.0,2.2,2.2,32.7,132474.0,0.0,42.4,0.0,0.0,92.3,0.0
8804,Trichy,Banana,Mid-season,1.1,32.1,23.5,16.3,5.02,5.52,0.3,0.3,38.3,155131.0,20.6,40.6,0.0,44.9,88.4,0.0
8805,Trichy,Chili,Late-season,0.98,37.4,30.7,12.8,3.94,3.84,9.6,9.4,17.5,70719.0,11.5,23.6,0.0,25.0,51.3,0.0
8806,Coimbatore,Sorghum,Late-season,0.8,33.1,23.3,17.3,5.73,4.58,8.2,8.1,24.0,97260.0,57.5,26.1,0.0,125.0,56.7,0.0
8807,Tirunelveli,Coconut,Mid-season,1.0,27.2,19.3,17.4,4.63,4.63,11.3,11.1,21.3,86372.0,0.0,44.8,24.8,0.0,97.5,41.4
8808,Trichy,Rice,Mid-season,1.2,29.1,20.3,17.1,4.95,5.94,4.7,4.6,37.0,149544.0,35.8,49.2,0.0,77.9,107.1,0.0
8809,Madurai,Maize,Initial,0.3,32.3,25.2,17.0,4.87,1.46,0.9,0.9,9.3,37641.0,0.0,41.7,0.0,0.0,90.7,0.0
8810,Thanjavur,Groundnut,Initial,0.4,26.7,19.5,20.6,5.2,2.08,0.1,0.1,14.4,58425.0,35.9,21.9,0.0,78.1,47.6,0.0
8811,Coimbatore,Sesamum,Development,0.73,32.1,25.2,17.4,4.9,3.55,28.5,27.2,0.0,0.0,0.0,9.8,25.0,0.0,21.4,41.7
8812,Kovilpatti,Pulses,Mid-season,1.1,28.3,21.3,16.5,4.27,4.7,4.1,4.1,28.9,116768.0,38.2,14.9,0.0,83.0,32.3,0.0
8813,Thanjavur,Sugarcane,Mid-season,1.25,34.9,26.8,19.7,6.27,7.84,10.4,10.2,44.6,180674.0,19.2,32.4,0.0,41.7,70.5,0.0
8814,Thanjavur,Sorghum,Late-season,0.8,36.1,27.2,16.2,5.49,4.39,8.4,8.3,22.4,90613.0,2.4,14.2,0.0,5.3,31.0,0.0
8815,Madurai,Turmeric,Mid-season,1.05,32.7,23.1,19.1,6.22,6.53,15.1,14.8,30.9,125126.0,27.4,22.8,0.0,59.5,49.6,0.0
8816,Trichy,Groundnut,Development,0.75,29.4,19.4,15.0,4.58,3.44,2.5,2.5,21.6,87392.0,0.0,51.3,0.0,0.0,111.5,0.0
8817,Madurai,Sesamum,Development,0.73,29.1,22.4,23.2,6.0,4.35,7.1,7.1,23.4,94652.0,0.0,41.9,0.0,0.0,91.1,0.0
8818,Madurai,Millets,Mid-season,1.0,33.4,24.6,17.0,5.42,5.42,1.7,1.7,36.2,146635.0,0.0,34.9,0.0,0.0,76.0,0.0
8819,Madurai,Groundnut,Mid-season,1.1,33.2,24.4,24.0,7.66,8.43,9.6,9.4,49.5,200466.0,19.5,21.7,9.4,42.4,47.1,15.6
8820,Madurai,Sugarcane,Mid-season,1.25,31.5,22.8,19.2,5.86,7.33,14.2,13.9,37.4,151505.0,0.0,36.6,0.0,0.0,79.5,0.0
8821,Coimbatore,Onion,Initial,0.7,23.3,16.2,20.4,4.7,3.29,3.8,3.8,19.3,77989.0,3.4,32.3,0.0,7.4,70.3,0.0
8822,Nilgiris,Maize,Late-season,0.9,30.3,22.0,23.3,6.77,6.09,3.1,3.1,39.5,160012.0,57.6,44.4,0.0,125.3,96.6,0.0
8823,Thanjavur,Millets,Mid-season,1.0,33.3,26.1,19.8,5.82,5.82,9.3,9.1,31.6,127904.0,8.2,44.6,7.6,17.7,97.0,12.7
8824,Nilgiris,Pulses,Mid-season,1.1,33.0,25.1,17.0,5.18,5.7,0.6,0.6,39.3,158919.0,66.8,36.4,0.0,145.2,79.0,0.0
8825,Tirunelveli,Sesamum,Initial,0.35,33.5,26.1,18.8,5.62,1.97,14.2,13.9,0.0,0.0,42.5,26.2,0.0,92.4,56.8,0.0
8826,Tirunelveli,Turmeric,Mid-season,1.05,29.8,21.4,21.2,6.14,6.45,0.8,0.8,44.4,179585.0,0.0,30.7,15.1,0.0,66.8,25.2
8827,Madurai,Millets,Initial,0.3,28.3,21.2,17.2,4.51,1.35,4.8,4.8,4.7,18946.0,0.0,22.5,0.0,0.0,49.0,0.0
8828,Nagapattinam,Maize,Mid-season,1.2,32.8,23.7,20.2,6.43,7.72,5.3,5.2,48.8,197593.0,0.0,47.9,0.0,0.0,104.1,0.0
8829,Tirunelveli,Rice,Development,1.12,31.3,23.7,18.9,5.4,6.07,2.7,2.6,39.9,161342.0,9.0,23.6,0.0,19.5,51.4,0.0
8830,Thanjavur,Chili,Initial,0.6,37.7,28.3,14.7,5.26,3.16,21.5,20.7,1.4,5645.0,9.4,41.7,0.0,20.5,90.7,0.0
8831,Nilgiris,Cotton,Mid-season,1.15,34.3,27.1,17.1,5.14,5.91,7.4,7.3,34.1,137955.0,17.7,55.7,36.0,38.4,121.1,60.0
8832,Trichy,Banana,Late-season,1.05,39.0,32.6,20.1,6.24,6.55,20.6,19.9,25.9,105002.0,2.6,28.7,0.4,5.6,62.5,0.7
8833,Nagapattinam,Banana,Late-season,1.05,32.8,26.3,14.9,4.15,4.36,11.1,10.9,19.6,79349.0,0.0,27.2,3.7,0.0,59.0,6.2
8834,Kovilpatti,Sugarcane,Initial,0.4,35.5,29.2,17.3,5.0,2.0,8.8,8.7,5.3,21607.0,30.7,43.3,0.0,66.8,94.1,0.0
8835,Krishnagiri,Maize,Mid-season,1.2,32.6,25.3,18.4,5.35,6.42,12.7,12.4,32.5,131595.0,31.8,30.4,8.0,69.1,66.2,13.3
8836,Trichy,Chili,Mid-season,1.05,26.5,16.6,17.1,4.86,5.1,16.2,15.8,19.9,80524.0,46.0,44.3,0.0,100.1,96.4,0.0
8837,Nagapattinam,Sugarcane,Development,0.82,32.2,22.9,14.2,4.54,3.74,6.4,6.3,19.9,80369.0,0.0,13.5,1.7,0.0,29.3,2.9
8838,Vellore,Chili,Late-season,0.98,28.5,21.7,22.0,5.67,5.53,11.1,10.9,27.8,112427.0,0.0,52.3,0.0,0.0,113.6,0.0
8839,Coimbatore,Pulses,Late-season,0.73,32.5,24.3,20.0,6.07,4.4,1.7,1.7,29.1,117881.0,30.0,43.2,0.5,65.2,93.9,0.9
8840,Vellore,Groundnut,Initial,0.4,33.8,24.5,25.7,8.48,3.39,6.6,6.6,17.2,69576.0,13.2,42.6,10.6,28.8,92.5,17.7
8841,Trichy,Banana,Initial,0.5,30.3,21.9,18.4,5.38,2.69,1.8,1.8,17.0,68917.0,42.0,15.9,0.0,91.4,34.5,0.0
8842,Coimbatore,Coconut,Mid-season,1.0,31.0,23.9,23.3,6.46,6.46,3.7,3.6,41.6,168396.0,0.0,40.6,0.0,0.0,88.2,0.0
8843,Tirunelveli,Turmeric,Initial,0.3,34.3,27.1,14.5,4.35,1.3,16.5,16.1,0.0,0.0,13.3,28.7,21.0,28.9,62.3,35.0
8844,Vellore,Rice,Development,1.12,31.3,23.7,13.2,3.78,4.25,3.0,2.9,26.8,108531.0,0.0,47.0,0.0,0.0,102.2,0.0
8845,Vellore,Chili,Initial,0.6,31.6,24.7,18.2,5.03,3.02,1.7,1.7,19.5,78842.0,3.3,50.0,0.0,7.2,108.7,0.0
8846,Tirunelveli,Coconut,Late-season,1.0,34.4,24.9,19.8,6.66,6.66,12.8,12.5,34.1,137957.0,15.1,24.8,0.0,32.7,53.9,0.0
8847,Vellore,Maize,Mid-season,1.2,31.4,22.1,16.6,5.16,6.19,4.7,4.7,38.7,156593.0,0.0,46.8,0.0,0.0,101.8,0.0
8848,Thanjavur,Millets,Late-season,0.75,40.6,30.8,17.1,6.58,4.94,3.6,3.6,31.0,125252.0,14.9,27.3,0.0,32.5,59.3,0.0
8849,Nilgiris,Turmeric,Mid-season,1.05,34.1,26.3,22.3,6.9,7.25,3.7,3.7,47.0,190365.0,70.4,43.0,18.6,153.1,93.4,30.9
8850,Coimbatore,Sesamum,Mid-season,1.1,30.0,23.3,22.1,5.85,6.44,13.9,13.6,31.5,127365.0,0.0,45.8,0.0,0.0,99.5,0.0
8851,Vellore,Sugarcane,Mid-season,1.25,32.3,23.4,21.3,6.67,8.34,10.3,10.2,48.2,195108.0,0.0,40.8,0.0,0.0,88.6,0.0
8852,Vellore,Sesamum,Late-season,0.68,34.4,26.9,16.9,5.15,3.48,9.3,9.2,15.2,61352.0,0.0,47.4,0.0,0.0,103.1,0.0
8853,Nagapattinam,Chili,Mid-season,1.05,30.9,22.2,20.8,6.24,6.55,8.0,7.9,37.9,153468.0,10.7,32.7,4.2,23.3,71.1,7.1
8854,Vellore,Sesamum,Mid-season,1.1,31.8,24.5,16.7,4.75,5.23,0.3,0.3,36.3,146762.0,0.0,48.1,4.0,0.0,104.5,6.7
8855,Krishnagiri,Sesamum,Mid-season,1.1,32.3,25.3,21.1,5.96,6.56,8.7,8.6,37.4,151181.0,17.9,22.2,0.0,38.9,48.2,0.0
8856,Thanjavur,Rice,Late-season,1.05,31.3,23.5,21.7,6.29,6.61,3.2,3.2,43.0,174121.0,59.1,48.9,0.0,128.4,106.3,0.0
8857,Trichy,Cotton,Initial,0.35,35.5,26.2,19.4,6.6,2.31,0.3,0.3,15.9,64445.0,0.0,36.3,30.5,0.0,79.0,50.8
8858,Madurai,Sugarcane,Mid-season,1.25,32.0,24.8,18.3,5.19,6.49,17.1,16.7,28.7,116265.0,23.1,35.6,0.0,50.2,77.4,0.0
8859,Vellore,Onion,Late-season,0.9,33.7,24.0,21.0,7.0,6.3,7.1,7.0,37.1,150108.0,12.7,23.8,7.9,27.6,51.7,13.2
8860,Krishnagiri,Sorghum,Late-season,0.8,36.2,27.3,18.5,6.28,5.03,13.5,13.2,22.0,89029.0,10.1,37.2,0.0,21.9,80.9,0.0
8861,Nilgiris,Groundnut,Late-season,0.85,31.1,24.6,21.3,5.68,4.83,10.7,10.5,23.3,94139.0,0.0,16.9,0.0,0.0,36.7,0.0
8862,Tirunelveli,Millets,Development,0.65,34.0,26.8,16.0,4.76,3.09,10.0,9.9,11.8,47672.0,0.0,18.0,0.0,0.0,39.1,0.0
8863,Krishnagiri,Millets,Late-season,0.75,36.2,27.2,15.9,5.45,4.08,13.8,13.5,15.1,61130.0,81.9,46.8,0.0,177.9,101.8,0.0
8864,Nilgiris,Groundnut,Late-season,0.85,33.4,25.2,19.7,6.12,5.2,15.0,14.6,21.8,88272.0,0.0,17.4,14.2,0.0,37.9,23.7
8865,Nagapattinam,Groundnut,Mid-season,1.1,31.1,22.9,17.4,5.13,5.64,19.6,18.9,20.5,83129.0,0.0,41.5,0.0,0.0,90.2,0.0
8866,Kovilpatti,Onion,Initial,0.7,32.4,25.4,18.5,5.24,3.67,10.4,10.2,15.4,62471.0,0.0,39.9,0.0,0.0,86.8,0.0
8867,Coimbatore,Sesamum,Development,0.73,31.2,21.6,14.3,4.49,3.25,27.7,26.5,0.0,0.0,53.6,13.1,0.0,116.4,28.6,0.0
8868,Thanjavur,Rice,Mid-season,1.2,33.0,26.1,21.5,6.16,7.39,2.4,2.4,49.4,199847.0,37.2,31.6,22.2,80.8,68.8,37.1
8869,Vellore,Sunflower,Initial,0.35,27.2,18.1,15.9,4.47,1.56,0.8,0.8,10.2,41255.0,0.0,19.0,0.0,0.0,41.4,0.0
8870,Kovilpatti,Banana,Initial,0.5,28.6,20.9,16.5,4.47,2.23,16.1,15.7,0.0,0.0,0.0,25.2,0.0,0.0,54.8,0.0
8871,Vellore,Maize,Initial,0.3,32.4,24.1,20.6,6.27,1.88,5.5,5.5,7.7,31029.0,47.5,39.2,12.6,103.2,85.2,21.0
8872,Krishnagiri,Cotton,Initial,0.35,30.4,21.2,20.9,6.35,2.22,1.2,1.2,14.3,58063.0,0.0,19.2,0.0,0.0,41.8,0.0
8873,Madurai,Groundnut,Mid-season,1.1,29.9,21.2,17.9,5.27,5.8,3.2,3.1,37.4,151481.0,11.9,17.8,0.0,25.8,38.8,0.0
8874,Coimbatore,Maize,Late-season,0.9,31.7,22.5,21.9,6.87,6.19,20.1,19.4,23.8,96508.0,0.0,19.0,18.4,0.0,41.3,30.7
8875,Nilgiris,Sunflower,Initial,0.35,38.3,29.3,18.1,6.43,2.25,19.8,19.1,0.0,0.0,71.0,20.9,0.0,154.3,45.5,0.0
8876,Nilgiris,Onion,Initial,0.7,37.7,28.8,12.0,4.18,2.93,0.6,0.6,19.9,80361.0,37.0,23.6,36.2,80.5,51.2,60.3
8877,Krishnagiri,Rice,Mid-season,1.2,34.7,27.9,14.0,4.14,4.97,13.2,13.0,21.9,88460.0,20.2,33.9,0.0,43.9,73.8,0.0
8878,Madurai,Sugarcane,Initial,0.4,34.3,25.4,18.9,6.17,2.47,2.9,2.8,14.4,58414.0,26.5,30.8,0.0,57.5,67.1,0.0
8879,Nilgiris,Chili,Initial,0.6,31.4,21.6,16.0,5.11,3.07,7.1,7.1,14.4,58267.0,0.0,14.5,0.0,0.0,31.5,0.0
8880,Trichy,Millets,Initial,0.3,32.9,24.6,17.9,5.53,1.66,3.1,3.1,8.5,34453.0,2.8,22.0,0.0,6.1,47.9,0.0
8881,Nilgiris,Sorghum,Late-season,0.8,36.1,28.8,16.1,5.04,4.03,33.2,31.4,0.0,0.0,8.4,24.2,38.4,18.3,52.5,64.0
8882,Coimbatore,Cotton,Development,0.75,31.9,24.4,18.0,5.19,3.89,19.4,18.8,8.5,34386.0,0.0,39.7,0.0,0.0,86.4,0.0
8883,Nilgiris,Maize,Mid-season,1.2,34.2,26.8,24.7,7.43,8.92,28.1,26.8,35.6,144061.0,0.0,35.3,0.0,0.0,76.7,0.0
8884,Madurai,Maize,Development,0.75,34.2,24.3,20.1,6.84,5.13,4.5,4.5,31.4,127075.0,0.0,28.1,0.0,0.0,61.1,0.0
8885,Thanjavur,Sorghum,Development,0.68,30.9,22.9,24.9,7.25,4.9,2.5,2.5,31.8,128735.0,22.1,43.5,1.2,48.1,94.5,1.9
8886,Trichy,Groundnut,Development,0.75,34.3,26.8,19.3,5.88,4.41,10.5,10.3,20.5,82997.0,62.3,48.7,7.0,135.4,106.0,11.6
8887,Krishnagiri,Millets,Initial,0.3,31.1,22.3,19.9,6.03,1.81,2.0,2.0,10.7,43353.0,0.0,51.1,23.6,0.0,111.0,39.4
8888,Coimbatore,Maize,Mid-season,1.2,35.6,29.3,17.1,4.96,5.95,8.6,8.5,33.2,134396.0,0.0,48.2,0.0,0.0,104.7,0.0
8889,Coimbatore,Millets,Late-season,0.75,34.9,25.1,16.2,5.57,4.17,0.5,0.5,28.7,116146.0,0.0,44.2,0.0,0.0,96.0,0.0
8890,Krishnagiri,Cotton,Development,0.75,32.0,25.8,16.5,4.41,3.31,0.3,0.3,22.8,92395.0,0.0,48.9,14.1,0.0,106.3,23.5
8891,Coimbatore,Millets,Development,0.65,31.4,23.2,18.4,5.46,3.55,2.6,2.6,22.3,90144.0,5.3,21.3,7.8,11.5,46.3,13.0
8892,Thanjavur,Groundnut,Development,0.75,37.4,30.1,19.4,6.21,4.66,8.9,8.8,23.8,96466.0,33.0,22.9,0.0,71.7,49.9,0.0
8893,Kovilpatti,Groundnut,Development,0.75,31.9,24.0,15.9,4.71,3.53,6.3,6.3,18.5,74801.0,0.0,15.4,0.0,0.0,33.5,0.0
8894,Vellore,Coconut,Late-season,1.0,32.0,23.6,18.1,5.48,5.48,9.3,9.2,29.2,118187.0,14.0,10.9,0.0,30.4,23.7,0.0
8895,Madurai,Pulses,Initial,0.4,34.8,28.1,15.5,4.55,1.82,9.7,9.6,3.2,12759.0,41.3,32.3,0.0,89.8,70.2,0.0
8896,Tirunelveli,Chili,Mid-season,1.05,26.5,19.7,18.3,4.48,4.71,26.7,25.5,7.4,29985.0,19.4,39.5,0.0,42.2,85.8,0.0
8897,Krishnagiri,Maize,Late-season,0.9,31.4,24.8,20.0,5.42,4.87,3.6,3.5,30.6,123767.0,75.2,46.0,0.0,163.4,100.0,0.0
8898,Coimbatore,Millets,Late-season,0.75,29.4,20.5,20.4,5.97,4.48,16.2,15.8,15.5,62863.0,69.1,48.9,0.0,150.3,106.3,0.0
8899,Coimbatore,Millets,Initial,0.3,32.4,23.7,13.7,4.25,1.27,2.2,2.1,6.8,27427.0,0.0,36.6,0.0,0.0,79.6,0.0
8900,Coimbatore,Sugarcane,Initial,0.4,35.2,28.1,23.5,7.12,2.85,14.3,14.0,5.9,23943.0,10.6,36.8,0.0,23.0,79.9,0.0
8901,Nagapattinam,Sugarcane,Development,0.82,35.3,25.3,19.5,6.84,5.64,10.7,10.5,28.9,117132.0,96.8,41.0,0.0,210.4,89.1,0.0
