report_id,district,soil_type_declared,area_acres,ph_mean,ph_range_low,ph_range_high,ph_confidence_pct,nitrogen_level,nitrogen_confidence_pct,potassium_level,potassium_confidence_pct,phosphorus_level,organic_carbon_level,organic_carbon_confidence_pct,overall_confidence_pct,elevation_m,terrain_slope_pct,report_type
133,Coimbatore,Red Sandy Loam,6.36,6.64,6.39,6.89,85.7,Medium,55.8,Low,53.9,Not available (SoilGrids does not model phosphorus),Medium,45.3,60.2,494.2,1.1,preliminary
134,Nilgiris,Lateritic Hill Soil,9.56,7.14,6.89,7.39,90.4,Medium,75.8,Medium,61.4,Not available (SoilGrids does not model phosphorus),Medium,41.6,67.3,485.1,2.4,preliminary
135,Kovilpatti,Red Sandy Loam,4.34,7.37,7.12,7.62,88.8,Medium,55.2,High,49.6,Not available (SoilGrids does not model phosphorus),Medium,45.6,59.8,517.5,4.1,preliminary
136,Trichy,Red Loam,5.57,5.95,5.7,6.2,86.1,Medium,58.4,Medium,53.1,Not available (SoilGrids does not model phosphorus),Low,46.9,61.1,355.3,3.4,preliminary
137,Krishnagiri,Red Sandy Loam,3.41,6.67,6.42,6.92,84.3,High,58.8,Medium,47.9,Not available (SoilGrids does not model phosphorus),Low,50.3,60.3,557.0,1.4,preliminary
138,Vellore,Alluvial Clay,4.59,6.32,6.07,6.57,89.4,Medium,65.9,Medium,54.8,Not available (SoilGrids does not model phosphorus),Medium,35.9,61.5,190.0,13.3,preliminary
139,Kovilpatti,Lateritic Hill Soil,7.04,6.78,6.53,7.03,91.0,Medium,71.6,Medium,53.4,Not available (SoilGrids does not model phosphorus),Low,26.7,60.7,722.1,0.4,preliminary
140,Nilgiris,Alluvial Clay,3.48,6.92,6.67,7.17,83.8,Medium,46.5,Low,42.0,Not available (SoilGrids does not model phosphorus),Low,40.0,53.1,442.5,4.3,preliminary
141,Krishnagiri,Red Loam,3.88,7.07,6.82,7.32,90.5,Medium,68.8,High,67.0,Not available (SoilGrids does not model phosphorus),Medium,34.6,65.2,657.1,0.7,preliminary
142,Kovilpatti,Red Loam,8.86,7.35,7.1,7.6,90.1,High,67.1,Low,53.7,Not available (SoilGrids does not model phosphorus),High,26.6,59.4,436.0,6.1,preliminary
143,Coimbatore,Black Cotton Soil,8.01,6.93,6.68,7.18,87.6,Medium,75.9,Medium,54.3,Not available (SoilGrids does not model phosphorus),Medium,35.5,63.3,242.9,0.7,preliminary
144,Vellore,Lateritic Hill Soil,4.17,5.73,5.48,5.98,83.0,High,71.5,Medium,51.8,Not available (SoilGrids does not model phosphorus),Medium,35.4,60.4,686.1,1.7,preliminary
145,Kovilpatti,Red Sandy Loam,8.98,7.1,6.85,7.35,85.6,Low,50.8,Medium,48.8,Not available (SoilGrids does not model phosphorus),High,59.0,61.0,647.5,1.0,preliminary
146,Vellore,Black Cotton Soil,9.6,7.28,7.03,7.53,92.8,Medium,58.1,Medium,47.8,Not available (SoilGrids does not model phosphorus),Medium,44.6,60.8,679.8,2.9,preliminary
147,Vellore,Lateritic Hill Soil,5.13,6.72,6.47,6.97,91.2,Medium,64.8,Medium,51.7,Not available (SoilGrids does not model phosphorus),Low,34.4,60.5,59.2,0.2,preliminary
148,Vellore,Lateritic Hill Soil,2.51,6.66,6.41,6.91,91.3,High,64.9,Medium,46.4,Not available (SoilGrids does not model phosphorus),High,53.2,64.0,344.6,4.3,preliminary
149,Kovilpatti,Lateritic Hill Soil,5.28,7.89,7.64,8.14,91.4,Medium,68.8,Medium,57.5,Not available (SoilGrids does not model phosphorus),Medium,51.3,67.2,624.8,0.9,preliminary
150,Krishnagiri,Lateritic Hill Soil,3.2,6.97,6.72,7.22,89.6,Medium,66.3,Medium,34.5,Not available (SoilGrids does not model phosphorus),Medium,34.2,56.1,23.0,0.9,preliminary
151,Nagapattinam,Coastal Alluvial,9.34,6.72,6.47,6.97,85.5,Medium,53.3,Medium,61.2,Not available (SoilGrids does not model phosphorus),Medium,31.0,57.8,53.0,2.5,preliminary
152,Nagapattinam,Lateritic Hill Soil,0.54,7.06,6.81,7.31,85.1,Medium,56.2,Medium,61.9,Not available (SoilGrids does not model phosphorus),Low,28.1,57.8,300.8,9.4,preliminary
153,Nagapattinam,Red Loam,4.85,6.52,6.27,6.77,91.3,Medium,67.0,Medium,41.8,Not available (SoilGrids does not model phosphorus),Medium,33.9,58.5,188.3,3.4,preliminary
154,Madurai,Red Sandy Loam,1.8,7.44,7.19,7.69,89.5,Medium,53.6,Medium,48.9,Not available (SoilGrids does not model phosphorus),Medium,43.0,58.8,422.4,0.9,preliminary
155,Coimbatore,Black Clay Loam,0.64,6.04,5.79,6.29,92.4,Medium,58.4,Low,40.0,Not available (SoilGrids does not model phosphorus),Medium,59.6,62.6,424.8,3.4,preliminary
156,Thanjavur,Lateritic Hill Soil,7.85,6.86,6.61,7.11,87.7,High,44.9,Medium,40.4,Not available (SoilGrids does not model phosphorus),Medium,51.2,56.0,424.0,1.3,preliminary
157,Coimbatore,Alluvial Clay,5.71,6.98,6.73,7.23,86.4,Medium,66.3,Medium,56.7,Not available (SoilGrids does not model phosphorus),Medium,49.7,64.8,389.3,0.2,preliminary
158,Nilgiris,Alluvial Clay,9.6,6.81,6.56,7.06,88.0,Medium,62.8,Medium,58.6,Not available (SoilGrids does not model phosphorus),Medium,41.0,62.6,652.7,3.0,preliminary
159,Kovilpatti,Red Sandy Loam,9.5,7.42,7.17,7.67,91.4,Medium,60.0,Medium,52.3,Not available (SoilGrids does not model phosphorus),Medium,49.6,63.3,613.6,1.3,preliminary
160,Nilgiris,Coastal Alluvial,9.64,7.13,6.88,7.38,87.0,Medium,54.4,Medium,60.7,Not available (SoilGrids does not model phosphorus),High,34.6,59.2,796.1,2.2,preliminary
161,Trichy,Red Sandy Loam,2.37,6.0,5.75,6.25,86.5,Medium,49.0,Medium,45.2,Not available (SoilGrids does not model phosphorus),Medium,59.9,60.2,212.9,3.1,preliminary
162,Krishnagiri,Red Sandy Loam,2.05,7.54,7.29,7.79,92.0,Medium,53.0,Medium,62.7,Not available (SoilGrids does not model phosphorus),Low,31.8,59.9,354.4,0.1,preliminary
163,Tirunelveli,Alluvial Clay,6.79,6.62,6.37,6.87,86.0,Medium,79.0,High,49.3,Not available (SoilGrids does not model phosphorus),Medium,36.0,62.6,470.2,1.3,preliminary
164,Madurai,Coastal Alluvial,2.88,5.81,5.56,6.06,87.0,Medium,45.5,Medium,47.2,Not available (SoilGrids does not model phosphorus),Medium,49.5,57.3,696.1,1.0,preliminary
165,Thanjavur,Coastal Alluvial,7.33,5.83,5.58,6.08,85.1,High,54.3,Medium,56.8,Not available (SoilGrids does not model phosphorus),High,43.4,59.9,219.1,1.1,preliminary
166,Krishnagiri,Black Cotton Soil,2.47,6.81,6.56,7.06,87.0,Medium,70.1,Medium,56.7,Not available (SoilGrids does not model phosphorus),High,57.6,67.8,240.3,1.7,preliminary
167,Coimbatore,Lateritic Hill Soil,1.71,7.15,6.9,7.4,88.6,Low,58.4,Medium,64.9,Not available (SoilGrids does not model phosphorus),Low,26.8,59.7,537.2,4.1,preliminary
168,Coimbatore,Coastal Alluvial,4.51,6.27,6.02,6.52,83.9,Medium,56.2,Low,46.7,Not available (SoilGrids does not model phosphorus),High,59.6,61.6,150.5,4.6,preliminary
169,Nagapattinam,Red Sandy Loam,9.55,6.01,5.76,6.26,83.5,Medium,51.8,Medium,49.7,Not available (SoilGrids does not model phosphorus),Low,47.6,58.2,380.1,7.6,preliminary
170,Krishnagiri,Black Clay Loam,7.43,6.59,6.34,6.84,87.8,Medium,60.2,Medium,52.3,Not available (SoilGrids does not model phosphorus),High,35.4,58.9,147.2,4.6,preliminary
171,Thanjavur,Black Clay Loam,0.65,6.6,6.35,6.85,85.4,Medium,74.9,High,52.2,Not available (SoilGrids does not model phosphorus),Medium,49.3,65.4,260.9,2.0,preliminary
172,Vellore,Coastal Alluvial,9.63,7.01,6.76,7.26,85.8,Medium,66.2,High,51.7,Not available (SoilGrids does not model phosphorus),Medium,39.0,60.7,785.9,3.0,preliminary
173,Thanjavur,Alluvial Clay,2.28,6.77,6.52,7.02,90.5,Medium,70.1,Medium,45.0,Not available (SoilGrids does not model phosphorus),Medium,42.3,62.0,548.5,0.2,preliminary
174,Krishnagiri,Alluvial Clay,9.83,7.15,6.9,7.4,89.4,Medium,63.7,Medium,41.4,Not available (SoilGrids does not model phosphorus),Medium,66.8,65.3,453.3,0.6,preliminary
175,Thanjavur,Red Sandy Loam,2.44,6.4,6.15,6.65,86.7,Medium,62.2,Medium,34.9,Not available (SoilGrids does not model phosphorus),High,33.7,54.4,73.3,1.7,preliminary
176,Thanjavur,Alluvial Clay,4.85,6.86,6.61,7.11,86.3,Medium,56.2,Medium,55.0,Not available (SoilGrids does not model phosphorus),High,46.4,61.0,155.8,0.4,preliminary
177,Nagapattinam,Black Clay Loam,6.32,6.08,5.83,6.33,89.0,High,49.0,Medium,47.6,Not available (SoilGrids does not model phosphorus),Medium,32.4,54.5,187.4,3.3,preliminary
178,Nilgiris,Black Clay Loam,7.56,7.16,6.91,7.41,89.4,Medium,60.9,Medium,47.5,Not available (SoilGrids does not model phosphorus),Low,64.2,65.5,566.7,0.7,preliminary
179,Krishnagiri,Red Sandy Loam,8.27,6.76,6.51,7.01,93.5,Medium,71.1,Medium,50.8,Not available (SoilGrids does not model phosphorus),Low,45.1,65.1,710.3,1.5,preliminary
180,Thanjavur,Red Loam,3.19,6.56,6.31,6.81,89.2,High,73.9,High,39.4,Not available (SoilGrids does not model phosphorus),Medium,30.2,58.2,733.9,5.9,preliminary
181,Madurai,Red Loam,4.82,6.13,5.88,6.38,86.1,Medium,55.9,Medium,46.0,Not available (SoilGrids does not model phosphorus),Medium,55.6,60.9,63.8,2.0,preliminary
182,Thanjavur,Alluvial Clay,1.5,6.55,6.3,6.8,88.3,High,60.0,Medium,46.4,Not available (SoilGrids does not model phosphorus),Medium,48.2,60.7,261.6,0.9,preliminary
183,Vellore,Black Clay Loam,5.59,6.12,5.87,6.37,82.9,Medium,47.9,Medium,51.3,Not available (SoilGrids does not model phosphorus),Medium,41.2,55.8,100.0,1.5,preliminary
184,Tirunelveli,Coastal Alluvial,5.28,6.98,6.73,7.23,85.6,Medium,62.2,Low,39.7,Not available (SoilGrids does not model phosphorus),High,32.2,54.9,199.1,0.4,preliminary
185,Kovilpatti,Lateritic Hill Soil,0.52,7.29,7.04,7.54,90.8,Medium,61.3,Low,48.2,Not available (SoilGrids does not model phosphorus),Medium,42.1,60.6,211.4,0.2,preliminary
186,Trichy,Lateritic Hill Soil,2.72,7.31,7.06,7.56,89.9,High,56.9,Medium,54.8,Not available (SoilGrids does not model phosphorus),Low,47.2,62.2,435.4,0.4,preliminary
187,Kovilpatti,Coastal Alluvial,1.61,6.35,6.1,6.6,88.0,Medium,49.9,Low,64.5,Not available (SoilGrids does not model phosphorus),Medium,55.0,64.4,389.9,2.5,preliminary
188,Coimbatore,Red Loam,7.04,6.94,6.69,7.19,84.7,High,67.2,Medium,49.4,Not available (SoilGrids does not model phosphorus),High,51.7,63.3,383.7,0.2,preliminary
189,Nagapattinam,Black Clay Loam,9.07,6.66,6.41,6.91,84.9,Medium,48.4,Medium,58.8,Not available (SoilGrids does not model phosphorus),Medium,54.3,61.6,270.5,0.7,preliminary
190,Trichy,Black Cotton Soil,4.04,6.71,6.46,6.96,87.0,Medium,59.0,High,54.5,Not available (SoilGrids does not model phosphorus),Medium,25.0,56.4,71.8,4.4,preliminary
191,Nilgiris,Black Clay Loam,7.93,7.18,6.93,7.43,90.8,Medium,61.0,Medium,46.8,Not available (SoilGrids does not model phosphorus),Medium,27.6,56.6,611.8,2.7,preliminary
192,Nilgiris,Alluvial Clay,8.6,7.59,7.34,7.84,90.9,Medium,66.5,Medium,52.9,Not available (SoilGrids does not model phosphorus),Low,38.5,62.2,601.7,2.4,preliminary
193,Nilgiris,Black Clay Loam,1.77,5.89,5.64,6.14,83.8,Low,60.3,Medium,57.3,Not available (SoilGrids does not model phosphorus),High,37.4,59.7,237.2,3.2,preliminary
194,Krishnagiri,Black Cotton Soil,1.1,7.11,6.86,7.36,86.2,Medium,60.3,Medium,47.0,Not available (SoilGrids does not model phosphorus),Medium,38.8,58.1,713.0,5.2,preliminary
195,Vellore,Black Cotton Soil,6.84,7.14,6.89,7.39,87.6,Medium,58.1,Medium,49.4,Not available (SoilGrids does not model phosphorus),Medium,36.8,58.0,799.1,1.2,preliminary
196,Nilgiris,Red Loam,9.98,6.29,6.04,6.54,91.2,Medium,64.4,Low,52.8,Not available (SoilGrids does not model phosphorus),High,50.4,64.7,614.6,0.1,preliminary
197,Nilgiris,Red Loam,9.41,5.92,5.67,6.17,90.1,Low,58.1,Medium,59.8,Not available (SoilGrids does not model phosphorus),Low,45.2,63.3,309.8,2.9,preliminary
198,Coimbatore,Red Loam,4.71,7.37,7.12,7.62,87.0,Medium,51.1,Medium,55.9,Not available (SoilGrids does not model phosphorus),Medium,63.8,64.4,62.4,3.1,preliminary
199,Nagapattinam,Red Sandy Loam,1.16,7.6,7.35,7.85,88.3,Medium,63.2,High,63.2,Not available (SoilGrids does not model phosphorus),Low,67.2,70.5,153.7,1.8,preliminary
200,Vellore,Black Cotton Soil,7.01,6.92,6.67,7.17,83.6,Medium,55.0,Medium,47.8,Not available (SoilGrids does not model phosphorus),Medium,61.1,61.9,71.9,0.8,preliminary
201,Kovilpatti,Alluvial Clay,8.87,6.97,6.72,7.22,88.1,Medium,73.8,Medium,32.7,Not available (SoilGrids does not model phosphorus),Low,40.1,58.7,505.7,10.9,preliminary
202,Vellore,Lateritic Hill Soil,8.55,6.71,6.46,6.96,87.8,Medium,59.3,Medium,54.0,Not available (SoilGrids does not model phosphorus),Medium,44.5,61.4,98.8,0.5,preliminary
203,Coimbatore,Alluvial Clay,9.74,5.95,5.7,6.2,85.7,Medium,61.3,Medium,47.0,Not available (SoilGrids does not model phosphorus),Medium,37.0,57.8,651.0,0.5,preliminary
204,Trichy,Lateritic Hill Soil,9.87,6.56,6.31,6.81,84.5,Medium,69.2,Medium,46.6,Not available (SoilGrids does not model phosphorus),High,44.8,61.3,702.8,1.7,preliminary
205,Nilgiris,Red Sandy Loam,7.29,6.37,6.12,6.62,90.3,Medium,51.1,Medium,45.9,Not available (SoilGrids does not model phosphorus),Low,43.0,57.6,753.5,0.0,preliminary
206,Coimbatore,Black Clay Loam,4.97,7.17,6.92,7.42,86.9,High,46.3,Medium,50.3,Not available (SoilGrids does not model phosphorus),Medium,42.6,56.5,657.9,2.1,preliminary
207,Nagapattinam,Alluvial Clay,5.15,6.18,5.93,6.43,87.5,Medium,70.4,Medium,37.1,Not available (SoilGrids does not model phosphorus),Low,46.5,60.4,242.9,7.9,preliminary
208,Vellore,Lateritic Hill Soil,5.93,6.62,6.37,6.87,86.9,Medium,50.6,Medium,50.0,Not available (SoilGrids does not model phosphorus),Medium,32.6,55.0,701.8,0.9,preliminary
209,Trichy,Alluvial Clay,0.51,6.95,6.7,7.2,86.3,Medium,53.9,Medium,45.0,Not available (SoilGrids does not model phosphorus),Medium,34.1,54.8,181.9,0.8,preliminary
210,Krishnagiri,Coastal Alluvial,4.93,6.5,6.25,6.75,88.2,Medium,51.9,High,46.5,Not available (SoilGrids does not model phosphorus),Medium,61.4,62.0,285.5,2.1,preliminary
211,Thanjavur,Lateritic Hill Soil,9.15,7.05,6.8,7.3,93.8,High,62.3,Medium,53.8,Not available (SoilGrids does not model phosphorus),Medium,34.4,61.1,585.2,0.4,preliminary
212,Nagapattinam,Red Loam,2.15,7.41,7.16,7.66,88.4,Medium,47.1,Low,56.4,Not available (SoilGrids does not model phosphorus),Medium,35.9,57.0,34.9,5.3,preliminary
213,Trichy,Red Sandy Loam,3.19,5.96,5.71,6.21,89.1,Medium,48.1,Medium,50.4,Not available (SoilGrids does not model phosphorus),High,42.4,57.5,414.9,1.3,preliminary
214,Kovilpatti,Red Loam,3.73,7.77,7.52,8.02,90.3,Medium,52.8,Medium,31.9,Not available (SoilGrids does not model phosphorus),Medium,31.6,51.6,442.0,12.6,preliminary
215,Vellore,Black Clay Loam,9.32,6.96,6.71,7.21,87.8,Medium,58.9,Low,53.5,Not available (SoilGrids does not model phosphorus),Medium,42.8,60.8,725.4,5.1,preliminary
216,Nilgiris,Red Loam,1.03,6.33,6.08,6.58,85.5,High,59.7,Low,46.9,Not available (SoilGrids does not model phosphorus),High,47.0,59.8,355.4,5.3,preliminary
217,Trichy,Coastal Alluvial,7.48,5.89,5.64,6.14,87.8,Medium,63.2,Medium,44.5,Not available (SoilGrids does not model phosphorus),Medium,35.3,57.7,660.4,2.5,preliminary
218,Krishnagiri,Red Loam,4.4,7.13,6.88,7.38,92.5,Medium,73.6,Medium,36.6,Not available (SoilGrids does not model phosphorus),Medium,32.7,58.8,631.1,3.6,preliminary
219,Tirunelveli,Black Cotton Soil,8.7,7.02,6.77,7.27,85.5,Medium,66.3,Medium,51.9,Not available (SoilGrids does not model phosphorus),High,26.2,57.5,110.2,0.1,preliminary
220,Kovilpatti,Lateritic Hill Soil,2.57,6.81,6.56,7.06,89.3,Medium,63.1,Medium,36.4,Not available (SoilGrids does not model phosphorus),Medium,32.4,55.3,299.5,7.3,preliminary
221,Tirunelveli,Black Cotton Soil,2.24,6.91,6.66,7.16,85.3,Medium,61.4,Medium,51.2,Not available (SoilGrids does not model phosphorus),Medium,36.6,58.6,530.2,2.9,preliminary
222,Thanjavur,Red Sandy Loam,9.32,6.58,6.33,6.83,89.4,Medium,74.6,High,67.9,Not available (SoilGrids does not model phosphorus),High,33.8,66.4,269.3,1.7,preliminary
223,Krishnagiri,Red Loam,9.64,7.6,7.35,7.85,89.1,Medium,61.2,Low,48.7,Not available (SoilGrids does not model phosphorus),Medium,23.0,55.5,424.3,3.7,preliminary
224,Tirunelveli,Black Cotton Soil,3.52,7.25,7.0,7.5,91.6,Medium,61.3,Medium,57.7,Not available (SoilGrids does not model phosphorus),Medium,51.8,65.6,366.2,6.7,preliminary
225,Krishnagiri,Coastal Alluvial,0.58,6.93,6.68,7.18,88.8,Medium,54.0,Medium,44.6,Not available (SoilGrids does not model phosphorus),Medium,28.3,53.9,576.0,3.6,preliminary
226,Thanjavur,Red Sandy Loam,7.42,7.45,7.2,7.7,85.2,Medium,52.3,Medium,33.6,Not available (SoilGrids does not model phosphorus),Medium,44.3,53.8,161.3,2.9,preliminary
227,Coimbatore,Lateritic Hill Soil,5.22,6.89,6.64,7.14,87.0,Medium,60.7,Medium,55.2,Not available (SoilGrids does not model phosphorus),High,42.3,61.3,203.3,5.3,preliminary
228,Trichy,Coastal Alluvial,3.39,6.35,6.1,6.6,91.7,Medium,74.3,Medium,53.3,Not available (SoilGrids does not model phosphorus),Medium,48.2,66.9,264.7,0.9,preliminary
229,Nilgiris,Alluvial Clay,3.96,6.74,6.49,6.99,90.5,Medium,56.3,Low,54.9,Not available (SoilGrids does not model phosphorus),Medium,47.5,62.3,193.0,1.1,preliminary
230,Thanjavur,Coastal Alluvial,1.33,6.87,6.62,7.12,90.9,Medium,53.4,Medium,52.8,Not available (SoilGrids does not model phosphorus),Medium,51.1,62.0,188.7,0.7,preliminary
231,Coimbatore,Red Loam,9.15,7.64,7.39,7.89,90.8,Medium,59.1,High,35.4,Not available (SoilGrids does not model phosphorus),Medium,33.4,54.7,289.0,1.2,preliminary
232,Thanjavur,Red Sandy Loam,2.68,6.07,5.82,6.32,83.5,Medium,57.0,Medium,58.0,Not available (SoilGrids does not model phosphorus),Low,54.4,63.2,83.4,14.7,preliminary
233,Nilgiris,Lateritic Hill Soil,9.89,7.25,7.0,7.5,88.1,High,57.0,Low,63.0,Not available (SoilGrids does not model phosphorus),Low,39.2,61.8,748.9,3.5,preliminary
234,Kovilpatti,Red Loam,5.78,6.32,6.07,6.57,87.2,Medium,75.3,Medium,49.8,Not available (SoilGrids does not model phosphorus),Medium,36.2,62.1,552.4,2.6,preliminary
235,Thanjavur,Black Cotton Soil,1.86,6.79,6.54,7.04,86.6,Medium,60.2,Low,61.8,Not available (SoilGrids does not model phosphorus),Medium,47.3,64.0,797.6,0.6,preliminary
236,Nagapattinam,Black Clay Loam,4.41,7.4,7.15,7.65,87.4,Medium,62.1,High,41.8,Not available (SoilGrids does not model phosphorus),Medium,40.7,58.0,481.8,0.5,preliminary
237,Krishnagiri,Coastal Alluvial,1.16,6.9,6.65,7.15,86.9,Medium,65.3,Medium,52.2,Not available (SoilGrids does not model phosphorus),Low,40.7,61.3,547.6,3.4,preliminary
238,Madurai,Black Cotton Soil,3.31,7.13,6.88,7.38,87.5,Medium,45.7,Low,50.8,Not available (SoilGrids does not model phosphorus),High,50.3,58.6,668.6,7.5,preliminary
239,Madurai,Coastal Alluvial,1.48,7.57,7.32,7.82,90.0,Medium,45.8,Medium,47.9,Not available (SoilGrids does not model phosphorus),Low,31.8,53.9,461.3,2.2,preliminary
240,Trichy,Lateritic Hill Soil,5.71,7.51,7.26,7.76,91.3,Low,55.6,Medium,58.3,Not available (SoilGrids does not model phosphorus),Medium,36.5,60.4,653.7,1.2,preliminary
241,Kovilpatti,Red Sandy Loam,5.15,6.94,6.69,7.19,88.1,High,61.4,Medium,38.6,Not available (SoilGrids does not model phosphorus),Medium,31.3,54.8,92.2,4.5,preliminary
242,Nagapattinam,Black Cotton Soil,3.42,7.52,7.27,7.77,92.2,Medium,60.5,Low,46.4,Not available (SoilGrids does not model phosphorus),Low,32.7,58.0,780.9,1.9,preliminary
243,Krishnagiri,Black Cotton Soil,0.96,6.99,6.74,7.24,89.7,Medium,56.0,Medium,34.8,Not available (SoilGrids does not model phosphorus),Low,55.8,59.1,78.2,7.1,preliminary
244,Thanjavur,Red Sandy Loam,7.15,6.45,6.2,6.7,84.7,High,56.2,Medium,46.4,Not available (SoilGrids does not model phosphorus),Medium,54.2,60.4,636.2,1.1,preliminary
245,Nagapattinam,Black Clay Loam,8.25,6.4,6.15,6.65,92.3,Medium,67.9,Medium,50.0,Not available (SoilGrids does not model phosphorus),Medium,69.6,69.9,376.8,1.5,preliminary
246,Krishnagiri,Red Sandy Loam,9.43,7.0,6.75,7.25,90.7,Medium,60.4,Low,38.6,Not available (SoilGrids does not model phosphorus),Low,38.4,57.0,182.9,0.2,preliminary
247,Kovilpatti,Lateritic Hill Soil,6.15,6.91,6.66,7.16,87.6,High,69.2,Medium,49.8,Not available (SoilGrids does not model phosphorus),Medium,47.5,63.5,357.6,2.7,preliminary
248,Kovilpatti,Lateritic Hill Soil,9.43,7.05,6.8,7.3,89.2,High,56.9,Medium,35.0,Not available (SoilGrids does not model phosphorus),Medium,28.4,52.4,777.3,0.6,preliminary
249,Trichy,Alluvial Clay,0.88,7.02,6.77,7.27,85.7,Low,63.8,Medium,56.5,Not available (SoilGrids does not model phosphorus),Medium,39.9,61.5,487.6,7.0,preliminary
250,Trichy,Coastal Alluvial,9.1,6.59,6.34,6.84,90.0,Medium,55.2,Medium,37.6,Not available (SoilGrids does not model phosphorus),Medium,55.8,59.6,148.4,1.6,preliminary
251,Tirunelveli,Lateritic Hill Soil,5.04,7.05,6.8,7.3,88.0,Medium,63.4,Medium,40.6,Not available (SoilGrids does not model phosphorus),Medium,36.2,57.0,762.9,6.5,preliminary
252,Vellore,Lateritic Hill Soil,2.34,6.68,6.43,6.93,90.6,Medium,50.5,Medium,49.1,Not available (SoilGrids does not model phosphorus),Medium,24.9,53.8,724.2,2.2,preliminary
253,Kovilpatti,Black Clay Loam,9.49,6.56,6.31,6.81,92.4,Medium,60.1,Medium,44.7,Not available (SoilGrids does not model phosphorus),Low,29.2,56.6,131.2,1.4,preliminary
254,Madurai,Red Loam,0.54,7.38,7.13,7.63,89.7,High,67.8,Medium,47.4,Not available (SoilGrids does not model phosphorus),Low,23.5,57.1,266.0,1.5,preliminary
255,Coimbatore,Red Sandy Loam,0.98,6.17,5.92,6.42,89.0,Medium,51.0,Medium,42.8,Not available (SoilGrids does not model phosphorus),High,40.1,55.7,770.1,3.9,preliminary
256,Vellore,Red Sandy Loam,6.49,7.14,6.89,7.39,93.2,High,70.8,High,34.5,Not available (SoilGrids does not model phosphorus),Low,56.3,63.7,714.3,3.2,preliminary
257,Vellore,Black Cotton Soil,4.33,6.88,6.63,7.13,89.5,Medium,65.3,Low,45.3,Not available (SoilGrids does not model phosphorus),High,46.6,61.7,469.0,0.5,preliminary
258,Nagapattinam,Lateritic Hill Soil,5.76,6.1,5.85,6.35,88.4,Medium,51.5,Medium,51.2,Not available (SoilGrids does not model phosphorus),Low,48.2,59.8,495.9,2.0,preliminary
259,Krishnagiri,Alluvial Clay,2.98,7.7,7.45,7.95,90.6,Medium,50.2,Medium,65.3,Not available (SoilGrids does not model phosphorus),Medium,31.0,59.3,387.9,0.3,preliminary
260,Madurai,Red Sandy Loam,3.94,6.62,6.37,6.87,88.4,Medium,67.5,Medium,56.3,Not available (SoilGrids does not model phosphorus),Low,40.5,63.2,219.5,1.2,preliminary
261,Kovilpatti,Black Clay Loam,2.22,6.55,6.3,6.8,87.6,High,70.4,Medium,52.7,Not available (SoilGrids does not model phosphorus),Medium,43.8,63.6,31.4,1.3,preliminary
262,Thanjavur,Lateritic Hill Soil,8.7,6.24,5.99,6.49,89.8,Medium,57.0,Medium,35.7,Not available (SoilGrids does not model phosphorus),High,46.7,57.3,182.6,0.4,preliminary
263,Tirunelveli,Lateritic Hill Soil,2.7,6.66,6.41,6.91,91.8,Medium,67.2,Medium,48.0,Not available (SoilGrids does not model phosphorus),Low,45.0,63.0,183.6,11.3,preliminary
264,Krishnagiri,Coastal Alluvial,9.38,7.3,7.05,7.55,86.5,Medium,71.4,Medium,44.0,Not available (SoilGrids does not model phosphorus),Medium,48.9,62.7,263.5,1.7,preliminary
265,Trichy,Alluvial Clay,7.58,6.55,6.3,6.8,91.0,Medium,57.5,Medium,34.5,Not available (SoilGrids does not model phosphorus),High,46.3,57.3,313.8,1.2,preliminary
266,Nagapattinam,Lateritic Hill Soil,3.04,6.62,6.37,6.87,85.1,High,61.7,Medium,55.5,Not available (SoilGrids does not model phosphorus),Medium,26.1,57.1,542.1,0.8,preliminary
267,Tirunelveli,Black Cotton Soil,3.46,6.99,6.74,7.24,88.0,Medium,53.3,Medium,64.5,Not available (SoilGrids does not model phosphorus),Medium,60.8,66.6,569.9,4.1,preliminary
268,Vellore,Black Cotton Soil,2.9,6.77,6.52,7.02,89.5,Medium,52.5,Medium,39.4,Not available (SoilGrids does not model phosphorus),Low,52.2,58.4,418.7,2.8,preliminary
