location,district_soil_type,crop_type,year,season,soil_ph,soil_ec_dS_m,organic_carbon_pct,available_nitrogen_kg_ha,available_phosphorus_kg_ha,available_potassium_kg_ha,area_hectares,yield_kg_per_hectare,production_kg
vellore,Red Sandy Loam,Millets,2023,Summer,7.43,0.6,0.76,210.7,21.7,204.4,0.77,1051.9,808.8
coimbatore,Red Sandy Loam,Pulses,2016,Rabi,7.3,0.35,0.44,282.9,6.5,206.8,0.79,673.7,529.4
nilgiris,Lateritic Hill Soil,Pulses,2016,Rabi,6.84,0.41,0.58,292.1,17.4,233.8,0.73,762.5,554.0
coimbatore,Red Sandy Loam,Sugarcane,2019,Rabi,7.23,0.68,0.43,195.2,17.1,282.8,4.39,67297.9,295579.9
trichy,Black Cotton Soil,Pulses,2017,Kharif,6.34,0.92,0.58,254.2,20.8,112.2,3.37,775.4,2612.1
coimbatore,Red Sandy Loam,Sorghum,2016,Rabi,7.1,0.52,0.52,255.7,17.2,184.5,3.28,1239.5,4060.6
nagapattinam,Coastal Alluvial,Millets,2020,Kharif,7.32,0.5,0.86,298.3,14.3,237.3,0.64,1043.2,669.1
nilgiris,Lateritic Hill Soil,Millets,2020,Summer,5.53,0.32,0.62,270.6,15.2,268.2,6.24,1298.5,8106.2
thanjavur,Alluvial Clay (Delta),Sorghum,2022,Rabi,6.86,0.08,0.12,249.6,17.7,169.0,4.82,1085.5,5229.4
krishnagiri,Red Loam,Sugarcane,2020,Rabi,7.26,0.33,0.58,107.2,24.5,153.4,3.12,62243.6,194410.7
krishnagiri,Red Loam,Sugarcane,2023,Rabi,6.92,0.71,0.32,202.3,14.5,321.9,3.21,70402.5,226000.7
thanjavur,Alluvial Clay (Delta),Pulses,2023,Kharif,7.29,0.53,0.61,177.1,13.0,376.4,0.2,613.9,122.8
kovilpatti,Red Sandy Loam,Rice,2015,Summer,7.56,0.35,0.46,281.8,26.1,279.3,4.46,3048.2,13584.0
nagapattinam,Coastal Alluvial,Cotton,2016,Summer,7.38,0.11,0.78,228.3,21.3,217.0,2.77,391.9,1083.7
krishnagiri,Red Loam,Millets,2018,Rabi,6.69,0.47,0.77,86.5,23.9,379.6,0.78,1017.3,791.0
krishnagiri,Red Loam,Sugarcane,2019,Rabi,5.75,0.53,0.35,226.7,29.1,217.4,0.21,68562.8,14292.5
krishnagiri,Red Loam,Rice,2023,Rabi,7.29,0.42,0.94,227.5,28.7,224.7,0.21,3327.2,690.6
krishnagiri,Red Loam,Sorghum,2017,Summer,7.14,0.13,0.35,301.7,26.5,209.5,2.73,1624.8,4435.2
krishnagiri,Red Loam,Sugarcane,2020,Rabi,7.22,0.49,0.77,319.9,31.7,264.1,2.31,75795.8,175229.9
tirunelveli,Red Loam,Rice,2019,Summer,6.38,0.59,0.64,257.2,23.5,276.1,1.3,2909.7,3783.3
kovilpatti,Red Sandy Loam,Rice,2023,Rabi,6.96,0.57,0.74,286.1,29.0,227.4,0.43,3820.1,1635.4
nilgiris,Lateritic Hill Soil,Sugarcane,2018,Kharif,6.61,0.56,0.36,357.1,16.2,213.7,0.49,67441.2,33251.2
nilgiris,Lateritic Hill Soil,Millets,2023,Kharif,7.03,0.86,0.32,130.0,25.2,366.5,1.28,969.0,1237.8
thanjavur,Alluvial Clay (Delta),Rice,2023,Rabi,6.8,0.63,0.38,256.5,13.8,172.3,0.29,2951.4,856.7
trichy,Black Cotton Soil,Millets,2016,Summer,7.16,0.73,0.66,150.0,22.2,346.0,0.78,1032.3,807.9
vellore,Red Sandy Loam,Millets,2024,Rabi,6.69,0.67,0.61,152.0,20.3,189.0,0.2,952.5,190.5
vellore,Red Sandy Loam,Cotton,2016,Rabi,6.78,0.33,0.4,256.3,21.5,230.1,0.85,532.8,453.1
madurai,Black Clay Loam,Sugarcane,2022,Kharif,6.95,0.64,0.1,148.0,15.3,154.3,3.1,61562.7,190900.2
kovilpatti,Red Sandy Loam,Rice,2021,Summer,6.23,0.49,0.44,231.4,26.1,147.6,0.2,2769.6,553.9
vellore,Red Sandy Loam,Sorghum,2017,Kharif,5.97,0.63,0.46,276.4,12.9,179.2,2.04,1219.9,2484.4
coimbatore,Red Sandy Loam,Sorghum,2020,Kharif,6.47,0.39,0.66,310.9,27.2,334.1,2.29,1386.6,3170.5
tirunelveli,Red Loam,Sorghum,2023,Summer,5.95,0.43,0.49,228.5,17.5,189.9,0.2,1355.3,271.1
nilgiris,Lateritic Hill Soil,Pulses,2020,Kharif,7.61,0.62,0.48,83.1,23.2,308.1,1.73,686.7,1188.2
madurai,Black Clay Loam,Sorghum,2023,Kharif,6.74,0.59,0.56,210.2,26.3,248.6,1.51,1431.0,2165.2
nilgiris,Lateritic Hill Soil,Sorghum,2023,Kharif,6.44,0.31,0.87,297.5,9.4,221.1,1.5,1513.5,2270.6
nagapattinam,Coastal Alluvial,Millets,2015,Kharif,5.93,0.44,0.45,190.4,7.4,129.5,1.46,1179.1,1715.6
tirunelveli,Red Loam,Sorghum,2018,Kharif,6.43,0.43,0.78,151.1,33.6,143.2,0.23,1185.9,276.8
tirunelveli,Red Loam,Cotton,2016,Rabi,6.97,0.05,0.68,195.7,12.8,258.9,4.2,473.8,1991.5
vellore,Red Sandy Loam,Sugarcane,2016,Kharif,7.48,0.71,0.56,298.7,22.6,402.3,2.05,78383.4,160469.9
trichy,Black Cotton Soil,Sorghum,2019,Rabi,5.92,0.57,0.4,134.6,17.1,168.0,1.74,1437.6,2504.2
tirunelveli,Red Loam,Sugarcane,2021,Kharif,6.78,0.51,0.63,175.4,29.3,373.6,9.55,65259.2,623032.6
vellore,Red Sandy Loam,Cotton,2023,Summer,5.74,0.58,0.89,135.9,11.9,167.2,1.44,515.8,740.8
thanjavur,Alluvial Clay (Delta),Cotton,2021,Kharif,6.53,0.7,0.22,198.2,20.1,181.9,4.12,363.4,1498.4
nilgiris,Lateritic Hill Soil,Pulses,2023,Kharif,6.81,0.47,0.81,212.4,28.1,129.0,8.04,717.3,5768.3
thanjavur,Alluvial Clay (Delta),Sugarcane,2020,Rabi,6.82,0.58,0.66,207.4,16.2,248.1,1.87,69994.9,130700.0
kovilpatti,Red Sandy Loam,Sugarcane,2023,Kharif,7.29,0.47,0.41,163.1,16.3,339.1,2.58,61795.0,159428.0
thanjavur,Alluvial Clay (Delta),Pulses,2015,Kharif,5.72,0.65,0.43,202.3,25.9,144.1,1.66,645.5,1068.9
tirunelveli,Red Loam,Sugarcane,2024,Summer,7.42,0.64,0.64,237.1,12.7,213.7,0.24,58485.5,14252.3
trichy,Black Cotton Soil,Sugarcane,2020,Summer,6.78,0.27,0.94,299.4,8.9,297.9,3.67,84538.5,310053.0
madurai,Black Clay Loam,Cotton,2020,Rabi,4.57,0.44,0.41,283.8,25.6,280.6,1.18,400.4,473.7
coimbatore,Red Sandy Loam,Sorghum,2016,Summer,7.35,0.66,0.42,230.1,7.4,213.7,0.26,1171.1,299.3
nagapattinam,Coastal Alluvial,Sorghum,2022,Kharif,6.84,0.53,0.1,285.3,11.8,319.7,0.75,1440.7,1076.6
nilgiris,Lateritic Hill Soil,Pulses,2018,Summer,6.51,0.22,0.88,112.3,16.4,257.9,0.2,726.6,145.3
kovilpatti,Red Sandy Loam,Pulses,2017,Kharif,7.33,0.44,0.78,230.3,18.4,180.4,1.73,779.7,1348.1
coimbatore,Red Sandy Loam,Pulses,2020,Rabi,7.65,0.54,0.66,300.5,23.8,306.4,0.29,731.3,215.5
coimbatore,Red Sandy Loam,Pulses,2022,Kharif,7.98,0.27,0.34,197.5,18.7,300.5,0.64,742.3,477.0
thanjavur,Alluvial Clay (Delta),Cotton,2016,Summer,6.59,0.5,0.54,267.7,19.6,333.8,2.6,431.7,1123.2
coimbatore,Red Sandy Loam,Cotton,2021,Rabi,6.91,0.57,0.53,264.5,11.9,273.8,0.41,439.7,179.7
vellore,Red Sandy Loam,Sugarcane,2021,Summer,6.22,0.31,0.23,203.9,12.2,253.1,1.41,63509.2,89365.2
madurai,Black Clay Loam,Millets,2021,Kharif,6.69,0.25,0.48,217.5,23.6,202.0,1.64,1316.5,2159.1
vellore,Red Sandy Loam,Millets,2018,Rabi,7.39,0.3,0.88,225.8,16.9,364.2,0.2,1167.7,233.5
krishnagiri,Red Loam,Sorghum,2024,Rabi,6.78,0.56,0.76,358.8,18.5,242.6,2.21,1378.1,3043.6
kovilpatti,Red Sandy Loam,Sorghum,2017,Summer,7.86,0.58,0.5,259.7,13.9,215.2,0.32,1331.8,429.8
kovilpatti,Red Sandy Loam,Sorghum,2023,Kharif,6.45,0.98,0.99,176.4,30.4,284.4,0.74,1544.3,1145.9
kovilpatti,Red Sandy Loam,Cotton,2021,Kharif,5.98,0.53,0.34,198.7,24.7,319.0,0.2,442.9,88.6
coimbatore,Red Sandy Loam,Sugarcane,2022,Kharif,7.23,0.33,0.4,162.3,14.7,250.0,1.85,55743.6,103131.1
tirunelveli,Red Loam,Sorghum,2021,Kharif,6.63,0.32,0.67,152.7,8.1,102.6,1.91,1275.9,2441.2
nagapattinam,Coastal Alluvial,Rice,2015,Rabi,6.61,0.73,0.89,269.0,19.8,315.3,1.85,3646.8,6764.2
nilgiris,Lateritic Hill Soil,Pulses,2015,Summer,6.54,0.59,0.53,184.9,28.3,304.5,1.5,744.6,1114.3
nilgiris,Lateritic Hill Soil,Sorghum,2022,Kharif,6.61,0.25,0.18,287.7,11.5,195.0,4.34,1332.4,5787.1
krishnagiri,Red Loam,Cotton,2022,Summer,5.79,0.45,0.32,303.7,3.0,151.7,0.38,415.6,158.8
madurai,Black Clay Loam,Pulses,2019,Summer,6.64,0.39,0.65,246.1,16.6,91.9,0.2,829.7,165.9
coimbatore,Red Sandy Loam,Sorghum,2020,Rabi,6.16,0.58,0.76,231.2,21.0,196.0,0.61,1420.3,870.2
tirunelveli,Red Loam,Millets,2018,Summer,7.45,0.5,0.51,148.5,17.7,170.3,0.37,1034.3,378.3
thanjavur,Alluvial Clay (Delta),Cotton,2018,Kharif,7.35,0.5,0.41,277.5,11.8,272.8,2.6,407.2,1060.5
vellore,Red Sandy Loam,Pulses,2023,Summer,7.23,0.71,0.34,278.6,18.6,266.7,0.44,646.0,284.2
kovilpatti,Red Sandy Loam,Millets,2021,Kharif,7.99,0.63,0.56,207.6,17.3,263.9,4.39,1028.3,4514.0
nilgiris,Lateritic Hill Soil,Pulses,2018,Summer,6.99,0.19,0.34,201.4,23.8,168.4,1.32,694.4,917.2
nilgiris,Lateritic Hill Soil,Pulses,2015,Kharif,6.42,0.64,0.55,149.2,15.1,239.4,2.22,837.4,1857.1
kovilpatti,Red Sandy Loam,Pulses,2020,Rabi,7.31,0.21,0.48,196.1,30.2,300.2,1.51,727.3,1101.5
nilgiris,Lateritic Hill Soil,Millets,2018,Kharif,7.07,0.38,0.78,257.4,7.5,163.1,2.15,1171.5,2522.2
kovilpatti,Red Sandy Loam,Sugarcane,2019,Kharif,6.72,0.49,0.3,264.7,18.5,159.7,0.55,72550.2,39657.2
thanjavur,Alluvial Clay (Delta),Millets,2016,Summer,7.75,0.22,0.37,189.5,24.9,203.9,1.49,787.5,1175.2
tirunelveli,Red Loam,Sorghum,2018,Rabi,7.1,0.3,0.26,243.3,13.3,288.3,0.2,1180.0,236.0
krishnagiri,Red Loam,Sugarcane,2017,Summer,6.5,0.58,0.22,218.3,23.0,305.6,0.23,67497.4,15202.7
kovilpatti,Red Sandy Loam,Pulses,2022,Rabi,7.64,0.44,0.5,348.8,12.5,82.6,1.16,778.1,905.8
nilgiris,Lateritic Hill Soil,Pulses,2017,Rabi,5.99,0.51,0.84,406.3,17.3,227.8,0.9,815.6,734.1
tirunelveli,Red Loam,Pulses,2019,Kharif,6.03,0.54,0.28,197.8,12.1,232.8,2.71,709.4,1921.3
kovilpatti,Red Sandy Loam,Cotton,2020,Rabi,6.96,0.47,0.53,201.6,18.8,249.6,1.42,401.6,572.2
nilgiris,Lateritic Hill Soil,Sorghum,2016,Kharif,7.13,0.51,0.99,199.8,20.5,298.0,4.21,1603.9,6747.8
madurai,Black Clay Loam,Rice,2023,Rabi,5.95,0.19,0.67,239.0,10.1,271.2,7.27,2974.4,21616.8
trichy,Black Cotton Soil,Sugarcane,2023,Summer,7.38,0.26,0.61,168.7,21.6,253.9,0.43,55704.9,24019.5
trichy,Black Cotton Soil,Millets,2022,Rabi,6.82,0.8,0.47,182.2,24.7,150.0,1.26,1173.9,1476.5
vellore,Red Sandy Loam,Pulses,2021,Kharif,5.98,0.43,0.54,228.0,21.6,135.6,3.18,793.2,2523.6
madurai,Black Clay Loam,Sorghum,2018,Kharif,6.74,0.55,0.29,302.0,30.6,153.6,3.49,1571.8,5486.5
kovilpatti,Red Sandy Loam,Sorghum,2020,Rabi,6.42,0.49,0.69,313.9,20.5,177.1,0.72,1604.1,1147.1
madurai,Black Clay Loam,Rice,2018,Rabi,7.23,0.3,0.51,211.3,24.3,330.1,1.88,2749.7,5162.5
vellore,Red Sandy Loam,Sugarcane,2020,Summer,6.94,0.43,0.47,193.7,15.3,307.1,1.26,76185.7,96000.7
tirunelveli,Red Loam,Sugarcane,2016,Kharif,6.61,0.09,0.53,246.6,11.0,214.3,2.56,61937.1,158453.9
nagapattinam,Coastal Alluvial,Rice,2019,Kharif,6.09,0.68,0.57,204.8,11.8,243.9,1.46,3375.1,4928.1
nagapattinam,Coastal Alluvial,Pulses,2017,Rabi,6.29,0.44,0.58,189.5,16.8,202.6,2.73,685.8,1874.9
coimbatore,Red Sandy Loam,Rice,2019,Rabi,6.01,0.59,0.1,148.5,19.0,197.0,0.41,2641.5,1086.7
coimbatore,Red Sandy Loam,Sorghum,2023,Kharif,6.86,0.35,0.57,330.7,18.1,161.6,1.83,1640.4,2995.0
thanjavur,Alluvial Clay (Delta),Pulses,2020,Summer,7.11,0.7,0.36,330.4,17.6,90.4,8.25,746.0,6155.7
tirunelveli,Red Loam,Millets,2024,Summer,6.74,0.11,0.47,226.8,21.8,342.2,0.92,1025.5,942.9
coimbatore,Red Sandy Loam,Millets,2015,Kharif,6.47,0.72,0.1,330.7,31.4,157.7,2.24,1005.9,2252.5
coimbatore,Red Sandy Loam,Sugarcane,2019,Summer,7.49,0.28,0.81,223.0,19.8,81.5,3.23,77081.7,249149.0
trichy,Black Cotton Soil,Sorghum,2023,Summer,5.98,0.37,0.34,233.2,17.5,165.6,0.91,1326.6,1204.6
thanjavur,Alluvial Clay (Delta),Cotton,2020,Summer,6.74,0.47,0.69,251.0,16.0,158.4,2.0,393.5,788.7
tirunelveli,Red Loam,Cotton,2024,Summer,7.01,0.14,0.29,97.5,19.4,138.9,0.44,359.1,159.8
coimbatore,Red Sandy Loam,Sugarcane,2022,Summer,6.47,0.57,0.25,297.2,6.9,226.0,1.44,60271.2,86600.4
nilgiris,Lateritic Hill Soil,Millets,2016,Rabi,6.33,0.61,0.82,316.3,18.0,197.3,1.97,1263.8,2491.4
nagapattinam,Coastal Alluvial,Cotton,2024,Kharif,5.81,0.72,0.76,195.0,13.1,187.9,0.5,373.7,186.9
kovilpatti,Red Sandy Loam,Rice,2024,Summer,6.95,0.36,0.59,337.2,14.0,300.5,0.75,3127.7,2360.2
nagapattinam,Coastal Alluvial,Pulses,2024,Rabi,4.67,0.62,0.68,238.7,20.9,171.2,2.11,765.4,1612.3
madurai,Black Clay Loam,Cotton,2021,Rabi,7.25,0.37,0.91,203.8,24.3,246.3,1.82,426.6,774.8
kovilpatti,Red Sandy Loam,Pulses,2022,Kharif,6.61,0.36,0.52,207.2,12.7,175.5,0.54,811.1,434.5
coimbatore,Red Sandy Loam,Sugarcane,2017,Kharif,7.43,0.45,0.41,164.8,22.2,147.3,0.45,67216.3,30438.2
kovilpatti,Red Sandy Loam,Pulses,2024,Summer,7.09,0.35,0.62,212.7,21.5,372.1,1.11,674.5,749.4
tirunelveli,Red Loam,Rice,2022,Rabi,6.86,0.58,0.75,283.7,20.5,150.9,0.49,3685.5,1814.8
coimbatore,Red Sandy Loam,Rice,2023,Summer,6.24,0.24,0.36,280.1,13.4,279.1,0.94,3280.8,3080.3
vellore,Red Sandy Loam,Sugarcane,2023,Summer,6.46,0.43,0.65,242.4,23.5,239.0,5.45,74849.0,408290.9
madurai,Black Clay Loam,Cotton,2021,Kharif,5.92,0.29,0.57,229.6,13.9,58.9,0.23,418.1,97.2
nagapattinam,Coastal Alluvial,Rice,2016,Kharif,6.3,0.62,0.58,242.4,19.8,192.3,0.26,3614.6,937.0
madurai,Black Clay Loam,Millets,2020,Rabi,7.16,0.53,0.77,278.7,16.0,104.8,1.83,1118.6,2047.6
tirunelveli,Red Loam,Sorghum,2019,Kharif,6.69,0.76,0.67,292.3,16.1,235.9,0.84,1514.4,1272.4
nilgiris,Lateritic Hill Soil,Millets,2016,Kharif,6.79,0.29,0.86,244.7,17.8,232.2,1.84,1079.5,1989.4
nilgiris,Lateritic Hill Soil,Rice,2022,Summer,6.82,0.79,0.57,296.0,32.4,205.4,0.7,3400.9,2369.7
madurai,Black Clay Loam,Sorghum,2022,Summer,7.1,0.68,0.71,247.0,3.0,118.8,0.98,1268.1,1246.4
nagapattinam,Coastal Alluvial,Millets,2022,Kharif,7.48,0.71,0.75,194.6,21.0,220.5,0.92,1008.2,923.0
madurai,Black Clay Loam,Millets,2017,Rabi,6.94,0.66,0.33,339.4,18.2,267.9,1.73,1125.9,1948.4
krishnagiri,Red Loam,Millets,2023,Rabi,5.95,0.32,0.73,257.7,27.0,277.3,1.66,1030.8,1713.5
tirunelveli,Red Loam,Rice,2016,Summer,6.83,0.54,0.76,232.4,17.2,135.0,0.24,3165.1,763.9
nilgiris,Lateritic Hill Soil,Sorghum,2016,Summer,6.87,0.84,0.58,308.1,25.3,90.8,4.53,1268.2,5748.3
nilgiris,Lateritic Hill Soil,Cotton,2023,Rabi,7.71,0.4,0.9,174.6,9.9,317.2,0.22,478.0,104.3
nagapattinam,Coastal Alluvial,Cotton,2021,Summer,6.69,0.52,0.49,80.0,16.4,273.2,1.44,386.1,555.4
vellore,Red Sandy Loam,Cotton,2024,Rabi,7.07,0.35,0.28,211.7,10.4,374.9,4.15,459.4,1907.6
coimbatore,Red Sandy Loam,Rice,2017,Rabi,7.09,0.32,0.19,219.1,18.1,266.0,2.33,3103.7,7236.5
krishnagiri,Red Loam,Sorghum,2023,Rabi,7.13,0.12,0.6,313.2,26.4,126.9,2.77,1504.5,4162.8
nagapattinam,Coastal Alluvial,Rice,2024,Summer,6.67,0.54,0.84,215.9,18.4,67.3,0.2,3133.6,626.7
madurai,Black Clay Loam,Rice,2020,Summer,5.87,0.85,0.71,268.7,14.8,164.4,0.37,2954.6,1093.3
tirunelveli,Red Loam,Cotton,2015,Kharif,6.8,0.59,0.24,252.7,17.1,248.9,0.62,402.7,248.4
tirunelveli,Red Loam,Millets,2016,Kharif,5.82,0.3,0.64,277.6,16.4,278.7,2.78,1122.0,3120.9
madurai,Black Clay Loam,Sorghum,2019,Rabi,7.03,0.55,0.57,302.2,16.6,211.2,0.2,1355.0,271.0
vellore,Red Sandy Loam,Sorghum,2021,Kharif,6.41,0.33,0.35,292.9,16.3,277.0,13.37,1410.6,18860.4
trichy,Black Cotton Soil,Pulses,2018,Rabi,7.56,0.35,0.47,238.0,6.7,235.0,0.55,784.5,435.2
coimbatore,Red Sandy Loam,Pulses,2021,Summer,6.34,0.48,0.44,382.4,21.9,187.8,0.27,717.4,195.7
thanjavur,Alluvial Clay (Delta),Pulses,2015,Summer,5.97,0.7,0.37,245.2,24.5,205.8,0.98,695.4,678.8
madurai,Black Clay Loam,Cotton,2022,Summer,7.65,0.9,0.57,183.8,18.9,279.1,1.85,432.1,799.9
coimbatore,Red Sandy Loam,Rice,2024,Summer,6.89,0.34,0.6,218.0,22.6,195.2,2.21,2686.2,5946.1
trichy,Black Cotton Soil,Sorghum,2018,Summer,7.02,0.31,0.52,202.5,15.7,95.0,0.2,1411.2,282.2
madurai,Black Clay Loam,Millets,2022,Rabi,6.74,0.37,0.8,229.0,14.7,181.2,0.71,1187.7,845.2
madurai,Black Clay Loam,Sugarcane,2018,Summer,6.89,0.25,0.65,245.0,23.0,285.9,0.2,75235.9,15047.2
krishnagiri,Red Loam,Millets,2017,Summer,7.48,0.27,0.5,226.0,22.3,194.2,2.0,1115.0,2232.1
kovilpatti,Red Sandy Loam,Cotton,2022,Kharif,6.6,0.67,0.29,220.4,3.0,248.0,1.97,462.0,909.1
kovilpatti,Red Sandy Loam,Cotton,2024,Kharif,6.98,0.59,0.37,354.0,17.9,366.7,2.51,472.9,1187.0
vellore,Red Sandy Loam,Rice,2018,Summer,6.85,0.47,0.32,305.0,19.1,261.1,0.96,3059.0,2934.4
trichy,Black Cotton Soil,Sorghum,2021,Summer,7.94,0.54,0.53,278.4,15.8,255.1,0.2,1327.7,265.5
coimbatore,Red Sandy Loam,Pulses,2022,Summer,7.25,0.7,0.68,284.4,22.8,229.9,0.41,854.3,353.9
madurai,Black Clay Loam,Rice,2015,Kharif,7.73,0.47,0.57,296.4,4.6,136.3,0.76,3638.1,2753.3
vellore,Red Sandy Loam,Cotton,2020,Summer,5.51,0.48,0.62,164.3,16.6,257.5,2.84,418.8,1187.9
trichy,Black Cotton Soil,Sorghum,2018,Kharif,6.76,0.37,0.44,315.2,21.4,251.1,1.64,1397.8,2293.1
kovilpatti,Red Sandy Loam,Rice,2020,Summer,7.07,0.36,0.55,230.7,20.7,209.1,0.2,2922.9,584.6
vellore,Red Sandy Loam,Pulses,2020,Kharif,6.27,0.28,0.62,266.6,24.7,228.8,1.65,715.1,1182.1
tirunelveli,Red Loam,Sugarcane,2015,Summer,8.26,0.68,0.68,95.9,27.7,220.4,0.28,67784.4,19240.9
thanjavur,Alluvial Clay (Delta),Pulses,2016,Rabi,6.41,0.31,0.94,270.4,24.2,228.7,2.18,758.3,1654.4
kovilpatti,Red Sandy Loam,Sugarcane,2023,Kharif,8.15,0.45,0.45,262.4,26.2,413.4,1.3,71074.9,92605.0
vellore,Red Sandy Loam,Rice,2019,Rabi,6.63,0.5,0.7,263.4,13.2,287.0,1.52,2824.6,4303.7
vellore,Red Sandy Loam,Sorghum,2017,Summer,6.93,1.08,0.76,235.4,21.4,289.9,1.34,1295.4,1730.0
vellore,Red Sandy Loam,Rice,2021,Kharif,7.25,0.25,0.75,232.9,23.9,199.9,0.69,2882.8,1996.0
kovilpatti,Red Sandy Loam,Cotton,2022,Rabi,6.92,0.42,0.71,241.1,11.1,219.8,0.44,514.7,224.3
krishnagiri,Red Loam,Sugarcane,2016,Summer,6.71,0.57,0.85,274.4,21.9,183.2,0.53,76599.5,40948.6
thanjavur,Alluvial Clay (Delta),Rice,2015,Rabi,7.35,0.51,0.57,272.0,11.8,258.5,7.46,3192.8,23816.3
coimbatore,Red Sandy Loam,Pulses,2024,Kharif,7.83,0.44,0.91,194.8,12.1,272.7,1.03,775.3,799.6
nagapattinam,Coastal Alluvial,Sugarcane,2015,Rabi,6.87,0.71,0.5,286.7,34.1,169.1,2.28,78239.9,178730.3
kovilpatti,Red Sandy Loam,Pulses,2019,Summer,6.88,0.63,0.81,273.2,12.7,123.5,0.32,857.6,270.5
trichy,Black Cotton Soil,Cotton,2023,Summer,5.68,0.54,0.66,308.0,25.4,254.7,1.14,430.5,490.8
krishnagiri,Red Loam,Millets,2018,Summer,7.14,0.43,0.43,228.8,27.1,208.1,0.43,1062.3,454.7
coimbatore,Red Sandy Loam,Pulses,2018,Kharif,6.1,0.35,0.45,212.2,23.8,92.8,3.86,713.2,2755.9
vellore,Red Sandy Loam,Sorghum,2021,Kharif,7.2,0.2,0.58,178.0,14.3,199.4,2.47,1374.5,3399.6
vellore,Red Sandy Loam,Pulses,2016,Summer,6.5,0.08,0.59,334.8,9.6,318.5,3.67,746.6,2739.9
nilgiris,Lateritic Hill Soil,Sugarcane,2016,Kharif,5.46,0.41,0.6,224.6,21.0,318.3,2.45,64207.1,157154.4
trichy,Black Cotton Soil,Millets,2015,Rabi,6.41,0.78,0.6,144.2,22.9,155.5,0.34,1194.4,407.1
madurai,Black Clay Loam,Cotton,2017,Summer,7.46,0.51,0.44,191.4,11.4,196.9,0.27,426.2,113.1
tirunelveli,Red Loam,Rice,2019,Rabi,6.27,0.35,0.78,228.0,20.0,307.8,1.48,3216.7,4749.3
nilgiris,Lateritic Hill Soil,Pulses,2015,Rabi,6.81,0.05,0.42,386.6,18.2,298.7,1.16,792.0,917.1
kovilpatti,Red Sandy Loam,Sugarcane,2023,Summer,7.72,0.08,0.65,188.8,17.7,182.5,1.42,63904.2,90821.6
vellore,Red Sandy Loam,Sorghum,2023,Summer,5.3,0.34,0.38,218.5,21.5,161.6,0.2,1220.1,244.0
madurai,Black Clay Loam,Cotton,2023,Rabi,6.71,0.28,0.67,214.9,23.3,145.6,2.08,460.1,955.8
trichy,Black Cotton Soil,Millets,2015,Kharif,5.99,0.35,0.42,317.7,26.3,256.4,2.76,1246.3,3436.8
thanjavur,Alluvial Clay (Delta),Sugarcane,2023,Kharif,7.19,0.31,0.76,143.6,8.4,196.3,1.91,69360.9,132166.8
nilgiris,Lateritic Hill Soil,Sorghum,2015,Kharif,7.88,0.54,0.43,181.8,13.6,165.5,2.33,1279.9,2976.2
nagapattinam,Coastal Alluvial,Millets,2022,Summer,7.24,0.22,0.13,324.5,14.3,269.8,0.59,1075.9,635.8
vellore,Red Sandy Loam,Rice,2015,Kharif,5.79,0.1,0.38,318.3,13.7,263.5,4.48,2874.5,12882.7
madurai,Black Clay Loam,Sugarcane,2015,Kharif,6.41,0.64,0.54,330.1,16.6,231.0,3.48,71130.7,247530.5
thanjavur,Alluvial Clay (Delta),Millets,2017,Rabi,6.88,0.13,0.65,274.2,23.5,245.8,4.31,995.2,4285.6
nilgiris,Lateritic Hill Soil,Cotton,2022,Kharif,6.57,0.28,0.33,293.2,24.1,274.0,0.74,444.0,329.9
coimbatore,Red Sandy Loam,Sorghum,2022,Rabi,6.67,0.52,0.58,220.4,14.5,78.9,3.6,1452.4,5223.4
nilgiris,Lateritic Hill Soil,Millets,2024,Summer,7.86,0.45,0.64,259.4,19.4,247.0,1.5,1139.0,1703.9
coimbatore,Red Sandy Loam,Rice,2023,Rabi,6.25,0.61,0.7,286.5,14.0,298.6,3.3,3036.3,10017.1
krishnagiri,Red Loam,Rice,2020,Summer,7.11,0.35,0.74,212.7,16.9,104.5,0.55,3103.3,1693.5
coimbatore,Red Sandy Loam,Cotton,2016,Rabi,6.89,0.61,0.37,348.9,10.5,91.9,0.64,396.4,255.1
vellore,Red Sandy Loam,Cotton,2019,Summer,6.16,0.46,0.68,258.9,29.3,146.6,0.83,466.7,387.4
nilgiris,Lateritic Hill Soil,Pulses,2017,Kharif,7.69,0.28,0.61,234.2,17.4,119.0,5.52,687.3,3796.7
krishnagiri,Red Loam,Sugarcane,2021,Summer,7.66,0.35,0.43,269.5,22.9,298.6,0.44,74205.7,32773.4
vellore,Red Sandy Loam,Sugarcane,2021,Kharif,7.66,0.22,0.44,335.6,16.5,270.6,0.67,70612.9,47443.2
thanjavur,Alluvial Clay (Delta),Sorghum,2016,Kharif,7.74,0.22,0.55,183.1,23.2,117.1,0.73,1190.6,870.4
nilgiris,Lateritic Hill Soil,Sugarcane,2024,Summer,7.61,0.4,0.3,164.8,25.1,254.1,0.42,64995.5,27375.6
trichy,Black Cotton Soil,Sugarcane,2015,Summer,5.65,0.65,0.83,280.4,16.1,179.7,2.46,62313.3,153158.0
madurai,Black Clay Loam,Cotton,2020,Summer,7.38,0.62,0.66,228.8,20.1,145.2,0.47,506.4,237.6
tirunelveli,Red Loam,Millets,2019,Summer,7.81,0.49,0.25,226.7,15.9,335.7,3.62,982.9,3557.9
